pid,title,year,hop,sim,src,source,abstract,authors
2888258301,Viable Systems Model in Triple-Agile Context,2018,0,61.85614776611328,bm25,recall,"This paper reports on the results of the research regarding the Triple-Agile concept that has been introduced for supporting agile SMEs with cloud services agilely. The Triple-Agile concept implies three aspects of agility: agility of SME processes, agility of transition to cloud services, and agility of cloud service provision. The paper proposes using a viable system model, in general, and Viable Enterprise Bus design principles, in particular, to reflect services in small and medium sized enterprise ecosystems where both service providers and service consumers are SMEs. The use of a viable system model offers an opportunity to better understand relationships between services and thus may help to improve agility of service provision. The viable system model is applied to a triple-agile ecosystem from two viewpoints: the viewpoint of service and business relationship maturity and the viewpoint of service functions.","[{'name': 'Marite Kirikova', 'org': 'Riga Technical University,', 'id': 1952080939}, {'name': 'Ligita Businska', 'org': 'Riga Technical University,', 'id': 2045080054}, {'name': 'Andrejs Dubrovskis', 'org': 'Datorzinibu Centrs', 'id': 2888202364}, {'name': 'Edgars Salna', 'org': 'Datorzinibu Centrs', 'id': 2742818582}]"
2984023690,Utterance-to-Utterance Interactive Matching Network for Multi-Turn Response Selection in Retrieval-Based Chatbots,2019,0,61.837955474853516,bm25,recall,"This paper proposes an utterance-to-utterance interactive matching network (U2U-IMN) for multi-turn response selection in retrieval-based chatbots. Different from previous methods following context-to-response matching or utterance-to-response matching frameworks, this model treats both contexts and responses as sequences of utterances when calculating the matching degrees between them. For a context-response pair, the U2U-IMN model first encodes each utterance separately using recurrent and self-attention layers. Then, a global and bidirectional interaction between the context and the response is conducted using the attention mechanism to collect the matching information between them. The distances between context and response utterances are employed as a prior component when calculating the attention weights. Finally, sentence-level aggregation and context-response-level aggregation are executed in turn to obtain the feature vector for matching degree prediction. Experiments on four public datasets showed that our proposed method outperformed baseline methods on all metrics, achieving a new state-of-the-art performance and demonstrating compatibility across domains for multi-turn response selection.","[{'name': 'Jia-Chen Gu', 'id': 2902814249}, {'name': 'Zhen-Hua Ling', 'id': 2156045219}, {'name': 'Quan Liu', 'id': 2252532840}]"
1541882473,Triple space computing: adding semantics to space-based computing,2006,0,61.53165054321289,bm25,recall,"Triple Space Computing (TSC) is a very simple and powerful paradigm that inherits the communication model from Tuple Space Computing and projects it in the context of the Semantic Web In this paper, we propose Triple Space Computing as a new communication and coordination framework for Semantic Web and Semantic Web Services We identify the value added by TSC and propose the overall architecture of TSC and the interactions among different components.","[{'name': 'Johannes Riemer', 'org': 'Institute of Computer Languages, Space-Based Computing Group, Vienna University of Technology, Vienna, Austria#TAB#', 'id': 2058843837}, {'name': 'Francisco Martin-Recuerda', 'org': 'Digital Enterprise Res. Inst., Univ. of Innsbruck, Innsbruck, Austria', 'id': 237345795}, {'name': 'Ying Ding', 'org': 'Electronic WebService GmbH, Innsbruck, Austria#TAB#', 'id': 2161065209}, {'name': 'Martin Murth', 'org': 'Institute of Computer Languages, Space-Based Computing Group, Vienna University of Technology, Vienna, Austria#TAB#', 'id': 1638853903}, {'name': 'Brahmananda Sapkota', 'org': 'Digital Enterprise Research Institute National, University of Ireland, Galway, Galway, Ireland', 'id': 2398426297}, {'name': 'Reto Krummenacher', 'org': 'Digital Enterprise Res. Inst., Univ. of Innsbruck, Innsbruck, Austria', 'id': 43234139}, {'name': 'Omair Shafiq', 'org': 'Digital Enterprise Res. Inst., Univ. of Innsbruck, Innsbruck, Austria', 'id': 2043561648}, {'name': 'Dieter Fensel', 'org': 'Electronic WebService GmbH, Innsbruck, Austria#TAB#', 'id': 2303458062}, {'name': 'Eva Kühn', 'org': 'Institute of Computer Languages, Space-Based Computing Group, Vienna University of Technology, Vienna, Austria#TAB#', 'id': 2165770595}]"
2802775969,Triple Space Computing : Adding Semantics to Space-Based Computing,2006,0,61.53165054321289,bm25,recall,"Triple Space Computing (TSC) is a very simple and powerful paradigm that inherits the communication model from Tuple Space Computing and projects it in the context of the Semantic Web. In this paper, we propose Triple Space Computing as a new communication and coordination framework for Semantic Web and Semantic Web Services. We identify the value added by TSC and propose the overall architecture of TSC and the interactions among different components.","[{'name': 'Johannes Riemer', 'id': 2058843837}, {'name': 'Francisco Martin-Recuerda', 'id': 237345795}, {'name': 'Ying Ding', 'id': 2161065209}, {'name': 'Martin Murth', 'id': 1638853903}, {'name': 'Brahmananda Sapkota', 'id': 2398426297}, {'name': 'Reto Krummenacher', 'id': 43234139}, {'name': 'Omair Shafiq', 'id': 2043561648}, {'name': 'Dieter Fensel', 'id': 2303458062}, {'name': 'Eva Kühn', 'id': 2165770595}]"
2574533737,Integration of Dependency Analysis with Semantic Analysis Referring to the Context,2005,0,61.48158264160156,bm25,recall,"This paper describes how to perform syntactic parsing and semantic analysis using the contextual information as a language understanding component in a dialog system. Although syntactic parsing and semantic analysis are often conducted independently of each other, correct parsing of a sentence often requires the semantic information on the input and/or the contextual information prior to the input. We therefore merge syntactic parsing with semantic analysis, which enables syntactic parsing to take advantage of the semantic content of an input and its contextual information. To use contextual information, the semantic representation of an input should have a comparable form to the semantic content of the preceding context. Accordingly, we employ a framework for semantic representations that achieves such comparison. We take dialogs of hotel search and reservation for example, and demonstrate the effectiveness of the proposed method. The experimental results confirm that the proposed system achieves high accuracy in parsing and generation of semantic representations.","[{'name': 'Yuki Ikegaya', 'id': 2656660535}, {'name': 'Yasuhiro Noguchi', 'id': 2106205453}, {'name': 'Satoru Kogure', 'id': 1235342959}, {'name': 'Tatsuhiro Konishi', 'id': 2078232270}, {'name': 'Makoto Kondo', 'id': 2110759166}, {'name': 'Hideki Aso', 'id': 2916900769}, {'name': 'Akira Takagi', 'id': 2939180700}, {'name': 'Yukihiro Ito', 'id': 2906135580}]"
2914447188,Multi-Scale Context Attention Network for Stereo Matching,2019,0,61.45289993286133,bm25,recall,"Recently, many works for stereo matching with convolutional neural networks have gained satisfactory performance. However, it is still an urgent challenge to deal with ill-posed regions and improve details in disparity maps. To address these problems, we propose a multi-scale context attention network with three main modules: atrous spatial pyramid pooling attention, richer convolutional features, and attention mechanism. First, we propose an atrous spatial pyramid pooling attention module to capture context information by the aggregating context in different scales, meanwhile take advantage of the attention mechanism to selectively emphasize informative features and suppress fewer ones. Then, the richer convolutional module is proposed to bring useful detail information for the network. Additionally, attention mechanism is used to pick out informative features for disparity refinement sub-network. Furthermore, we design a point-specific loss function strategy to perform online hard point mining, which helps the network to improve the accuracy of disparity maps. The experiments on the FlyingThings3D and KITTI 2015 benchmark demonstrate that the proposed method can achieve state-of-the-art performance.","[{'name': 'Haiwei Sang', 'org': 'College of Computer Science and Technology, GuiZhou University, Guiyang, China', 'id': 2912721892}, {'name': 'Quanhong Wang', 'org': 'School of Electronic and Computer Engineering, Shenzhen Graduate School of Peking University, Shenzhen, China', 'id': 2911925010}, {'name': 'Yong Zhao', 'org': 'College of Computer Science and Technology, GuiZhou University, Guiyang, China', 'id': 2911494692}]"
759934534,A Platform for Matching Context in Real Time,2015,0,60.477935791015625,bm25,recall,"Context-awareness is a key feature of Ambient Intelligence and future intelligent systems. In order to achieve context-aware behavior, applications must be able to detect context information, recognize situations and correctly decide on context-aware action. The representation of context information and the manner in which context is detected are central issues. Based on our previous work in which we used graphs to represent context and graph matching to detect situations, in this paper we present a platform that completely handles context matching, and does so in real time, in the background, by deferring matching to a component that acts incrementally, relying on previous matching results. The platform has been implemented and tested on an AAL-inspired scenario.","[{'name': 'Andrei Olaru', 'org': 'University Politehnica of Bucharest  \xa0', 'id': 2005140788}, {'name': 'Adina Magda Florea', 'org': 'University Politehnica of Bucharest  \xa0', 'id': 1895218794}]"
44696785,"Context as a system, product as a component, and the relationship as experience",2013,0,60.42626953125,bm25,recall,"Currently, User Experience Design (UXD) is spotlighted as one of the most topical areas in design. It is an umbrella term that explains all aspects of a useru0027s experience with a given context, including the interface, graphic design, industrial design, and interaction (Merholz P. , 2007). Particularly, the notion of UXD is rooted in human factors and ergonomics that focus on physical, cognitive and emotional interaction between human users, machines and a contextual environment. In the industrial design field, the idea of UXD is not a new but an ancient concept that has been discussed in different terms such as ergonomics, anthropometrics, and affordance, etc., and whose main focus is a positive and rich experience. The current development of SNS (Social Networking Services) and smartphone technology, however, has created possibilities for new types of user experience design. Sander (Sanders, 2002) mentions this possibility as new design space where ""designers will transform from being designers of ""stuff"" (e.g., products, communication pieces, etc.) to being the builders of scaffolds for experiencing."", and where industrial designers will now confront different challenges to discover and develop new types of products with different interface designs for novel user experience. For example, tablet computers like the Apple iPad already have changed the activity of computing from a static environment to almost everywhere. Based on the theoretical framework that ""a context as a system, a product as a component, and the relationship between them as an experience"", we propose three main research questions. These questions are 1) how a current professional UX designer in practice has redefined UX design themselves, 2) what specific actions are performed and 3) what supports they provide for their client. Through careful in-depth interviews with seven professional UX designers in experience-centric design firms, including IDEO and Adaptive Path etc., in US and Canada, we propose several critical notions and foundational references for UX designers.","[{'name': 'WonJoon Chung', 'org': 'School of Industrial Design, Carleton University, Ottawa, ON, Canada#TAB#', 'id': 2099160806}, {'name': 'Sara Fortier', 'org': 'School of Industrial Design, Carleton University, Ottawa, ON, Canada#TAB#', 'id': 2274683024}]"
2123407189,Circular context-based semantic matching to identify web service composition,2008,0,59.96194839477539,bm25,recall,"This paper provides initial analysis in identifying possible Web services composition using context-based semantic matching. Context-based semantic matching allows service composition to be expanded beyond simple term matching and reduces erroneous compositions. A common method of context extraction is used to compare two types of service description, textual and WSDL. The approach is unique since it provides the Web service designer with an explicit numeric estimation of the extent to which a composition ""makes sense."" Motivation for the work is displayed with examples from Web services in the field of business.","[{'name': 'Aviv Segev', 'org': 'National Chengchi University, Taipei City, Taiwan', 'id': 2023330778}]"
1911479129,"TRIPLE - A Query, Inference, and Transformation Language for the Semantic Web",2002,0,59.63985061645508,bm25,recall,"This paper presents TRIPLE, a layered and modular rule language for the Semantic Web [1]. TRIPLE is based on Horn logic and borrows many basic features from F-Logic [11] but is especially designed for querying and transforming RDF models [20].TRIPLE can be viewed as a successor of SiLRI (Simple Logic-based RDF Interpreter [5]). One of the most important differences to F-Logic and SiLRI is that TRIPLE does not have a fixed semantics for object-oriented features like classes and inheritance. Its layered architecture allows such features to be easily defined for different object-oriented and other data models like UML, Topic Maps, or RDF Schema [19]. Description logics extensions of RDF (Schema) like OIL [17] and DAML+OIL [3] that cannot be fully handled by Horn logic are provided as modules that interact with a description logic classifier, e.g. FaCT [9], resulting in a hybrid rule language. This paper sketches syntax and semantics of TRIPLE.","[{'name': 'Michael Sintek', 'org': 'Stanford University Database Group', 'id': 2246443285}, {'name': 'Stefan Decker', 'org': 'Stanford University Database Group', 'id': 2182667553}]"
2294230846,A Bayesian Model of the Effect of Object Context on Visual Attention,2012,0,59.635921478271484,bm25,recall,"A Bayesian Model of the Effect of Object Context on Visual Attention Ben Allison (ballison@inf.ed.ac.uk) Frank Keller (keller@inf.ed.ac.uk) Moreno I. Coco (mcoco@inf.ed.ac.uk) Institute for Language, Cognition and Computation School of Informatics, University of Edinburgh 10 Crichton Street, Edinburgh EH8 9AB, UK Abstract Research in visual cognition has demonstrated that scene un- derstanding is influenced by the contextual properties of ob- jects, and a number of computational models have been pro- posed that capture specific context effects. However, a general model that predicts the fit of an arbitrary object with the con- text established by the rest of the scene is until now lacking. In this paper, we explain the contextual fit of objects in visual scenes using Bayesian topic models, which we induce from a database of annotated images. We evaluate our models firstly on synthetic object intrusion data, and then on eye-tracking data from a spot-the-difference task and from an object naming experiment. For the synthetic data, we find that our models are able to detect object intrusions accurately. For the eye-tracking data, we show that context scores derived from our models are associated with fixation latencies on target objects. Keywords: visual attention; object context; Bayesian model- ing; eye-tracking data. Introduction Real-world objects are often related to each other and typ- ically form a coherent scene. For example, a toothbrush is likely to occur with a tube of toothpaste, a mirror, a sink; it is unlikely to occur with a sauce pan, a salt shaker, a cooker. For a given object, it is therefore possible to deter- mine whether it is in context in a scene (toothbrush in bath- room), or out of context (toothbrush in kitchen). Experimen- tal evidence shows that context information facilitates human object recognition (Bar, 2004). In visual search tasks, eye fix- ations are targeted towards contextually appropriate regions (Torralba et al., 2006), and out-of-context objects attract fixa- tions earlier than in-context objects (Underwood et al., 2008). In computer vision, being able to detect out of context ob- jects is useful for object labeling. The local detectors stan- dardly used for this task only consider the visual features of the pixels within the bounding box of the object of inter- est (Felzenszwalb et al., 2010). Local detectors are therefore prone to confusing objects that are visually similar (e.g., fork and toothbrush). This problem can be addressed by comb- ing a local detectors with a model of object context, i.e., a model that determines which objects occur together. While this approach has been shown to increase object labeling performance (Choi et al., 2010; Galleguillos et al., 2008), the context models used are simple, typically relying on co- occurrence statistics over object labels. Furthermore, the con- text models used in computer vision are not designed to cap- ture human performance (e.g., in visual search). Therefore, these models have not been evaluated on tasks such as detect- ing out-of-context objects. In this paper, we present a new model of object context based on a more complex notion of object label co-occurrence that makes use of latent (i.e., unlabeled and unobserved) scene types: the Latent Scene Type model. This model al- lows us to exploit the common structure of scenes in order to estimate reliable parameters even for infrequently occurring objects. We investigate two model variants: the first is La- tent Dirichlet Allocation (LDA, Blei et al. 2003), a standard model of word-topic co-occurrence, which we use to capture object-scene type co-occurrence. The second model variant is formulated as a Bayesian mixture of multinomials, which assumes one latent scene type per scene (rather than one per object, as in LDA). We test both model variants on the task of producing con- text judgments for objects in scenes. We first use a synthetic data set for evaluation (in this data, context objects have been artificially inserted). In the second evaluation study, we use our model to mimic the data from an eye tracking experi- ment in which human participants had to spot out-of-context objects. Finally, we demonstrate that our model can predict fixation latencies in an object naming experiment which in- cluded out-of-context objects. Related Work To our knowledge, ours is the first model to attempt to quan- tify the degree of fit between arbitrary objects in a scene, and to correlate the predictions of such a model with human be- havior in scene viewing tasks. However, a number of mod- els have been proposed to capture context effects on visual attention; a prominent example is the Contextual Guidance Model (CGM, Torralba et al. 2006), which combines bottom- up saliency with global scene information (scene gist, Oliva u0026 Torralba 2006). The model is trained on a set of images in which the target objects are labeled; from this data a prob- ability distribution of typical positions of objects is learned. This distribution is conditioned on the scene gist, essentially a coarse-grained representation of global image features. Gist is a latent variable in the model, comparable to scene type in our approach. The CGM has been evaluated on eye-tracking data from visual search experiments, and can successfully predict the scene-type-specific search behavior that partici- pants exhibit. However, the model is not specifically designed to detect out-of-context objects, and has not been evaluated on tasks that require an estimate of the contextual fit of an object.","[{'name': 'Ben Allison', 'org': 'University of Edinburgh,', 'id': 2113757755}, {'name': 'Frank Keller', 'org': 'School of Informatics', 'id': 2102014928}, {'name': 'Moreno I. Coco', 'org': 'School of Philosophy, Psychology and Language Sciences', 'id': 2082706272}]"
2971639707,Dynamic Context Correspondence Network for Semantic Alignment,2019,0,59.614322662353516,bm25,recall,"Establishing semantic correspondence is a core problem in computer vision and remains challenging due to large intra-class variations and lack of annotated data. In this paper, we aim to incorporate global semantic context in a flexible manner to overcome the limitations of prior work that relies on local semantic representations. To this end, we first propose a context-aware semantic representation that incorporates spatial layout for robust matching against local ambiguities. We then develop a novel dynamic fusion strategy based on attention mechanism to weave the advantages of both local and context features by integrating semantic cues from multiple scales. We instantiate our strategy by designing an end-to-end learnable deep network, named as Dynamic Context Correspondence Network (DCCNet). To train the network, we adopt a multi-auxiliary task loss to improve the efficiency of our weakly-supervised learning procedure. Our approach achieves superior or competitive performance over previous methods on several challenging datasets, including PF-Pascal, PF-Willow, and TSS, demonstrating its effectiveness and generality.","[{'name': 'Shuaiyi Huang', 'id': 2972143333}, {'name': 'Qiuyue Wang', 'id': 2971574722}, {'name': 'Songyang Zhang', 'id': 2740040960}, {'name': 'Shipeng Yan', 'id': 2904082395}, {'name': 'Xuming He', 'org': 'Shanghaitech University', 'id': 2235845892}]"
2794680376,An Introduction to Triple Graph Grammars as an Implementation of the Delta-Lens Framework,2018,0,59.11336135864258,bm25,recall,"Triple Graph Grammars (TGGs) provide a rule-based means of specifying a consistency relation over two graph languages, with correspondences between elements in the two different languages represented explicitly as a third “traceability” graph. Many useful tools can be derived automatically from a TGG including incrementally working synchronisers, which are able to realise forward and backward change propagation without incurring unnecessary information loss. TGGs are typically introduced based on the algebraic graph transformation framework, which is not particularly accessible to many members of the bidirectional transformation (bx) community, who are often more familiar with some variant of the lens framework as a theoretical foundation for bx.","[{'name': 'Anthony Anjorin', 'org': 'University of Paderborn#TAB#', 'id': 1842396648}]"
40880267,Focusing attention for observational learning: the importance of context,1989,0,59.07716751098633,bm25,recall,"A significant component of human observational learning is the ability to focus attention toward important or relevant input features. Amechanism with this capability can serve as an inductive bias to facilitate learning in both humans and machines. Past attempts to model attentional focus for human learning have postulated a single salience value for each feature, such that features with greater salience command more attention. These models, however, assume that the featureu0027s salience is not dependent on context, whereas studies of human attention show sensitivity to context. This paper presents a mechanism for contextually focused attention in observational learning.","[{'name': 'Joel Martin', 'org': 'Georgia Inst of Tech, Atlanta, GA', 'id': 2415739347}]"
2126546372,The Context Driven Component Supporting the Context Adaptation and the Content Extension,2006,0,58.83073425292969,bm25,recall,"The context aware applications should focus on the Context adaptation, where the context change is reflected in the application, and the Content extension, where a new content of context is added without rebuilding the whole application. This paper defines Context Driven Component, which implements behaviors required by a context. An application is developed through composing the context driven components. It supports the context adaptation through replacing components or the content extension through adding components implementing behaviors relevant to the extended contents. The development using the context driven components will be analyzed in the following respects; the scale of context, the vertical decomposition compared to the existing way, and the implementation in Ubicomp.","[{'name': 'Hoijin Yoon', 'id': 2170958576}, {'name': 'Byoungju Choi', 'org': 'Ewha Womans University', 'id': 2128219450}]"
1497325947,Integrating emotions in the TRIPLE ECA model,2009,0,58.799129486083984,bm25,recall,"This paper presents the introduction of emotion-based mechanisms in the TRIPLE ECA model. TRIPLE is a hybrid cognitive model consisting of three interacting modules – the reasoning, the connectionist, and the emotion engines – running in parallel. The interplay between these three modules is discussed in the paper with a focus on the role and implementation of the emotion engine which is based on the FAtiMA agent architecture. The influence of emotions in TRIPLE is related to the volume of the working memory, the speed of the inference mechanisms, the interaction between the reasoning and the connectionist engine, and the connectionist engine itself. Emotions will increase the most important cognitive aspects of the model like context sensitivity, rich experiential episodic knowledge and anticipatory mechanisms.","[{'name': 'Kiril Kiryazov', 'org': 'Central and Eastern European Center for Cognitive Science, New Bulgarian University, Sofia, Bulgaria', 'id': 1925204402}, {'name': 'Maurice Grinberg', 'org': 'Central and Eastern European Center for Cognitive Science, New Bulgarian University, Sofia, Bulgaria', 'id': 2102721305}]"
2169376108,Consumer acceptance of service bundles: An empirical investigation in the context of broadband triple play,2012,0,58.78289794921875,bm25,recall,"Although offering bundled services promises firms potential synergies in supply and increased revenues, the realized benefits of such a strategy are highly contingent on consumer acceptance of the bundles. Borrowing from TAM, Information Integration Theory, and the customer value concept, we developed a comprehensive model for consumer acceptance of service bundles, which is divided into four general construct types: service characteristics, usefulness/ease of use, attitude, and behavioral intention. Twelve hypotheses were derived and empirically tested in the context of broadband triple play, the bundled offering of broadband Internet access, Internet telephony, and Internet TV. Based on questionnaire responses from 214 study participants and using PLS for analysis, we found overall support for our research model. We concluded by discussing the academic and managerial value of our research, both in terms of advanced knowledge of service bundle acceptance and the adoption of triple play.","[{'name': 'Oliver Schilke', 'org': 'University of California, Los Angeles, USA', 'id': 2339538494}, {'name': 'Bernd W. Wirtz', 'org': 'German University of Administrative Sciences , Speyer, Germany', 'id': 1013916586}]"
2793302268,EdgeStereo: A Context Integrated Residual Pyramid Network for Stereo Matching.,2018,0,58.66743087768555,bm25,recall,"Recently convolutional neural network (CNN) promotes the development of stereo matching greatly. Especially those end-to-end stereo methods achieve best performance. However less attention is paid on encoding context information, simplifying two-stage disparity learning pipeline and improving details in disparity maps. Differently we focus on these problems. Firstly, we propose an one-stage context pyramid based residual pyramid network (CP-RPN) for disparity estimation, in which a context pyramid is embedded to encode multi-scale context clues explicitly. Next, we design a CNN based multi-task learning network called EdgeStereo to recover missing details in disparity maps, utilizing mid-level features from edge detection task. In EdgeStereo, CP-RPN is integrated with a proposed edge detector HED$_\beta$ based on two-fold multi-task interactions. The end-to-end EdgeStereo outputs the edge map and disparity map directly from a stereo pair without any post-processing or regularization. We discover that edge detection task and stereo matching task can help each other in our EdgeStereo framework. Comprehensive experiments on stereo benchmarks such as Scene Flow and KITTI 2015 show that our method achieves state-of-the-art performance.","[{'name': 'Xiao Song', 'id': 2793010977}, {'name': 'Xu Zhao', 'id': 2527288379}, {'name': 'Hanwen Hu', 'id': 2791632150}, {'name': 'Liangji Fang', 'id': 2918908022}]"
2137185953,Retrieved context and the discovery of semantic structure,2007,0,58.66473388671875,bm25,recall,"Semantic memory refers to our knowledge of facts and relationships between concepts. A successful semantic memory depends on inferring relationships between items that are not explicitly taught. Recent mathematical modeling of episodic memory argues that episodic recall relies on retrieval of a gradually-changing representation of temporal context. We show that retrieved context enables the development of a global memory space that reflects relationships between all items that have been previously learned. When newly-learned information is integrated into this structure, it is placed in some relationship to all other items, even if that relationship has not been explicitly learned. We demonstrate this effect for global semantic structures shaped topologically as a ring, and as a two-dimensional sheet. We also examined the utility of this learning algorithm for learning a more realistic semantic space by training it on a large pool of synonym pairs. Retrieved context enabled the model to ""infer"" relationships between synonym pairs that had not yet been presented.","[{'name': 'Vinayak Rao', 'org': 'Syracuse University, Department of Psychology, Syracuse, NY and Gatsby Computational Neuroscience Unit, University College London#TAB#', 'id': 2110299510}, {'name': 'Marc Howard', 'org': 'Syracuse University Department of Psychology Syracuse NY', 'id': 2120301528}]"
2397686012,The Correct Expressions of Reverse Triple I Methods for Fuzzy Reasoning,2009,0,58.26865005493164,bm25,recall,"Correct expressions of the reverse and α-reverse triple I methods for fuzzy reasoning are established in new manners. Aiming at the existing different formulas of the reverse and α-reverse triple I methods based on Łukasiewicz implication I L , we discuss their relations and correct some of them. Further, the α-reverse triple I method is extended to a new form, called α(u,v)-reverse triple I method, which can contain the reverse triple I method as its particular case. This is another improved point to the existing formulas.","[{'name': 'Hua-wen Liu', 'org': 'SHANDONG UNIVERSITY', 'id': 2807674279}]"
2049837673,Round addition DFA for microcontroller implemented the triple DES,2013,0,57.94575119018555,bm25,recall,"This article presents a method of round addition attack on triple DES block ciphers using differential fault analysis(DFA). For single DES, the secret key can be easily extracted using one correct ciphertext and two faulty ciphertexts. Even for triple DES, it is shown that the secret key can also extracted, similarly to single DES.","[{'name': 'Hideki Yoshikawa', 'org': 'Fac. of Eng., Tohoku Gakuin Univ., Tagajo, Japan', 'id': 2152165368}, {'name': 'Masahiro Kaminaga', 'org': 'Fac. of Eng., Tohoku Gakuin Univ., Tagajo, Japan', 'id': 1818698955}, {'name': 'Arimitsu Shikoda', 'org': 'Fac. of Eng., Tohoku Gakuin Univ., Tagajo, Japan', 'id': 1269865608}, {'name': 'Toshinori Suzuki', 'org': 'Fac. of Eng., Tohoku Gakuin Univ., Tagajo, Japan', 'id': 2935751900}]"
2778998603,Integrating Knowledge from Latent and Explicit Features for Triple Scoring - Team Radicchio's Triple Scorer at WSDM Cup 2017.,2017,0,57.43689727783203,bm25,recall,"The objective of the triple scoring task in WSDM Cup 2017 is to compute relevance scores for knowledge-base triples of type-like relations. For example, consider Julius Caesar who has had various professions, including Politician and Author. For two given triples (Julius Caesar, profession, Politician) and (Julius Caesar, profession, Author), the former triple is likely to have a higher relevance score (also called ""triple score"") because Julius Caesar was well-known as a politician and not as an author. Accurate prediction of such triple scores greatly benefits real-world applications, such as information retrieval or knowledge base query. In these scenarios, being able to rank all relations (Profession/Nationality) can help improve the user experience. We propose a triple scoring model which integrates knowledge from both latent features and explicit features via an ensemble approach. The latent features consist of representations for a person learned by using a word2vec model and representations for profession/nationality values extracted from a pre-trained GloVe embedding model. In addition, we extract explicit features for person entities from the Freebase knowledge base. Experimental results show that the proposed method performs competitively at WSDM Cup 2017, ranking at the third place with an accuracy of 79.72% for predicting within two places of the ground truth score.","[{'name': 'Liang-Wei Chen', 'id': 2777307779}, {'name': 'Bhargav Mangipudi', 'id': 2224645229}, {'name': 'Jayachandu Bandlamudi', 'id': 2776968805}, {'name': 'Richa Sehgal', 'id': 2780964707}, {'name': 'Yun Hao', 'id': 2778124030}, {'name': 'Meng Jiang', 'id': 2115305989}, {'name': 'Huan Gui', 'org': 'University of Illinois at Urbana Champaign;', 'id': 2096153351}]"
2064550979,The Cycle Switching Graph of the Steiner Triple Systems of Order 19 is Connected,2011,0,55.10845947265625,bm25,recall,Switching is a local transformation that when applied to a combinatorial object gives another object with the same parameters. It is here shown that the cycle switching graph of the 11 084 874 829 isomorphism classes of Steiner triple systems of order 19 as well as the cycle switching graph of the 1 348 410 350 618 155 344 199 680 000 labeled such designs are connected. In addition to giving an understanding of the multitude of Steiner triple systems—at least for order 19 but perhaps also generally—this work also presents an algorithm for testing connectedness of large implicit graphs and brings forward a benchmark instance for such algorithms.,"[{'name': 'Petteri Kaski', 'org': 'University of Helsinki, Department of Computer Science, Helsinki Institute for Information Technology (HIIT), P. O. Box 68, 00014, Helsinki, Finland#TAB#', 'id': 2115817740}, {'name': 'Veli Mäkinen', 'org': 'University of Helsinki, Department of Computer Science, Helsinki Institute for Information Technology (HIIT), P. O. Box 68, 00014, Helsinki, Finland#TAB#', 'id': 2026327678}, {'name': 'Patric R. J. Östergård', 'org': 'Aalto University, Department of Communications and Networking, P. O. Box 13000, 00076, Aalto, Finland#TAB#', 'id': 273669035}]"
2033310787,Using TRIPLE for business agents on the Semantic Web,2003,0,55.06809997558594,bm25,recall,"Abstract   This paper presents TRIPLE [Sintek and Decker, First International Semantic Web Conference, 2002], a modular rule language for the Semantic Web [Weaving the Web, The Original Design and Ultimate Destiny of the World Wide Web by Its Inventor, 1999], and its usage for business agents. TRIPLE is based on Horn logic [Foundations of Logic Programming, 1984] and borrows many basic features from F-Logic [J. ACM 42 (1995) 741] but is especially designed for querying and transforming RDF models [ http://www.w3.org/RDF/ ]. TRIPLE can be viewed as a successor of SiLRI (Simple Logic-based RDF Interpreter [QL’98—The Query Languages Workshop, 1998]). One of the most important differences to F-Logic and SiLRI is that TRIPLE does not have fixed semantics for object-oriented features like classes and inheritance. Its modular architecture allows such features to be easily defined for different object-oriented and other data models like UML, Topic Maps, or RDF Schema [ http://www.w3.org/TR/2000/CR-rdf-schema-20000327/ ]. Description logics extensions of RDF (Schema) like OIL [ http://www.ontoknowledge.org/oil/ ] and DAML+OIL [ http://www.daml.org/2001/03/daml+oil-index.html ] that cannot be fully handled by Horn logic are provided as modules that interact with a description logic classifier, e.g. FaCT [ http://www.cs.man.ac.uk/~horrocks/FaCT/ ], resulting in a hybrid rule language. This paper sketches syntax and semantics of TRIPLE and shows how it can be used to declaratively specify the behavior of (business) agents.","[{'name': 'Michael Sintek', 'org': 'DFKI GmbH, Kaiserslautern, Germany', 'id': 2246443285}, {'name': 'Stefan Decker', 'org': 'Information Sciences Institute (ISI), Los Angeles, USA', 'id': 2182667553}]"
