doi,title
10.1016/j.compedu.2019.103724,What predicts student satisfaction with MOOCs: A gradient boosting trees supervised machine learning and sentiment analysis approach
10.1016/j.automatica.2019.108596,Passivity-based robust sliding mode synthesis for uncertain delayed stochastic systems via state observer
10.1016/j.automatica.2019.108603,Interval consensus over random networks
10.1016/j.eswa.2019.112991,A novel vehicle lateral positioning methodology based on the integrated deep neural network
10.1016/j.future.2019.09.059,Isolating critical flow path and algorithmic partitioning of the AND/OR mobile workflow graph
10.1016/j.neuroimage.2019.116231,Model-based physiological noise removal in fast fMRI
10.1016/j.comcom.2019.09.021,Scheduling drone charging for multi-drone network based on consensus time-stamp and game theory
10.1016/j.eswa.2019.112994,IACS-HCSP: Improved ant colony optimization for large-scale home care scheduling problems
10.1016/j.artint.2019.103180,Coalitional Games Induced by Matching Problems: Complexity and Islands of Tractability for the Shapley Value
10.1016/j.media.2019.101568,Segmentation and quantification of infarction without contrast agents via spatiotemporal generative adversarial learning
10.1016/j.sigpro.2019.107327,Analysis-synthesis dictionary pair learning and patch saliency measure for image fusion
10.1016/j.amc.2019.124729,Event-triggered fault detection for continuous-time networked polynomial-fuzzy-model-based systems
10.1016/j.neunet.2019.09.028,Adaptive fault-tolerant consensus for a class of leader-following systems using neural network learning strategy
10.1016/j.ins.2019.09.079,Auto-weighted Multi-view Co-clustering with Bipartite Graphs
10.1016/j.jcp.2019.108991,An energy-preserving level set method for multiphase flows
10.1016/j.chb.2019.08.022,The privacy calculus contextualized: The influence of affordances
10.1016/j.neuroimage.2019.116242,Sensory evoked fMRI paradigms in awake mice
10.1016/j.ress.2019.106668,Multi-Distribution Multi-Commodity Multistate Flow Network Model and its Reliability Evaluation Algorithm
10.1016/j.chb.2019.09.031,"Issues, involvement, and influence: Effects of selective exposure and sharing on polarization and participation"
10.1016/j.patcog.2019.107069,A model-based gait recognition method with body pose and human prior knowledge
10.1016/j.inffus.2019.10.001,Prospect theory-based group decision-making with stochastic uncertainty and 2-tuple aspirations under linguistic assessments
10.1016/j.sigpro.2019.107324,Surrounding-aware correlation filter for UAV tracking with selective spatial regularization
10.1016/j.comcom.2019.10.009,Multi-level cluster-based satellite-terrestrial integrated communication in Internet of vehicles
10.1016/j.media.2019.101561,IDRiD: Diabetic Retinopathy – Segmentation and Grading Challenge
10.1016/j.automatica.2019.108606,Fault-tolerant output-constrained control of unknown Euler–Lagrange systems with prescribed tracking accuracy
10.1016/j.automatica.2019.108586,"Determining r- and (r,s)-robustness of digraphs using mixed integer linear programming"
10.1016/j.cmpb.2019.105117,Deep contextualized embeddings for quantifying the informative content in biomedical text summarization
10.1016/j.ijar.2019.09.007,A bias-variance based heuristic for constructing a hybrid logistic regression-naïve Bayes model for classification
10.1016/j.sigpro.2019.107323,A Novel Range Ambiguity Resolving Approach for High-Resolution and Wide-Swath SAR Imaging Utilizing Space-Pulse Phase Coding
10.1016/j.compedu.2019.103721,"Technological environment, virtual experience, and MOOC continuance: A stimulus–organism–response perspective"
10.1016/j.compedu.2019.103725,Design fictions for learning: A method for supporting students in reflecting on technology in Human-Computer Interaction courses
10.1016/j.automatica.2019.108614,Guaranteed methods based on constrained zonotopes for set-valued state estimation of nonlinear discrete-time systems
10.1007/s42979-019-0025-9,Single-Shot 3D Mesh Estimation via Adversarial Domain Adaptation: Learning Directly from Synthetic Data
10.1016/j.comcom.2019.10.001,Optimized Unmanned Aerial Vehicles deployment for static and mobile targets monitoring
10.1016/j.sigpro.2019.107326,Normalized LMS Algorithm and Data-selective Strategies for Adaptive Graph Signal Estimation
10.1016/j.cam.2019.112481,A GPU-based multi-level algorithm for boundary value problems
10.1016/j.patcog.2019.107074,Cluster-wise learning network for multi-person pose estimation
10.1016/j.jpdc.2019.09.004,An efficient fault tolerant workflow scheduling approach using replication heuristics and checkpointing in the cloud
10.1016/j.amc.2019.124783,Low-rank tensor train for tensor robust principal component analysis
10.1016/j.future.2019.09.054,P-DACCA: A Probabilistic Direction-Aware Cooperative Collision Avoidance scheme for VANETs
10.1016/j.bspc.2019.101663,Deep learning approach for ECG-based automatic sleep state classification in preterm infants
10.1016/j.sigpro.2019.107329,Image captioning via hierarchical attention mechanism and policy gradient optimization
10.1016/j.ins.2019.09.075,A Tree-based Neural Network Model for Biomedical Event Trigger Detection
10.1016/j.engappai.2019.103259,Some q-rung orthopair fuzzy Hamacher aggregation operators and their application to multiple attribute group decision making with modified EDAS method
10.1016/j.eswa.2019.112992,The development of a video retrieval system using a clinician-led approach
10.1016/j.cam.2019.112525,Error analysis of an incremental proper orthogonal decomposition algorithm for PDE simulation data
10.1016/j.eswa.2019.112998,Image Classification Benchmark (ICB)
10.1016/j.eswa.2019.112990,Toward graph-based semi-supervised face beauty prediction
10.1016/j.scico.2019.102318,Guided just-in-time specialization
10.1016/j.ejc.2019.103026,Some sharp results on the generalized Turán numbers
10.1016/j.neucom.2019.09.084,MPS-Net: Learning to recover surface normal for multispectral photometric stereo
10.1016/j.csl.2019.101024,Voice Biometrics Security: Extrapolating False Alarm Rate via Hierarchical Bayesian Modeling of Speaker Verification Scores
10.1016/j.ress.2019.106681,Multi-objective optimization of reliability-redundancy allocation problem for multi-type production systems considering redundancy strategies
10.1016/j.automatica.2019.108612,Composite learning control of robotic systems: A least squares modulated approach
10.1016/j.automatica.2019.108618,Multivariable adaptive control with unknown signs of the high-frequency gain matrix using novel Nussbaum functions
10.1016/j.ijinfomgt.2019.09.006,Operationalisation of soft skill attributes and determining the existing gap in novice ICT professionals
10.1016/j.ins.2019.09.076,Vector partitioning quantization utilizing K-means clustering for physical layer secret key generation
10.1016/j.eswa.2019.112993,Efficient methods for mining weighted clickstream patterns
10.1016/j.jnca.2019.102447,"Multimodal big data affective analytics: A comprehensive survey using text, audio, visual and physiological signals"
10.1016/j.image.2019.115652,Robust image retrieval by cascading a deep quality assessment network
10.1016/j.comcom.2019.10.005,A lightweight and scalable attribute-based encryption system for smart cities
10.1016/j.eswa.2019.113003,A hybrid project portfolio selection procedure with historical performance consideration
10.1016/j.eswa.2019.113001,Website categorization: A formal approach and robustness analysis in the case of e-commerce detection
10.1016/j.jag.2019.101978,Discrimination of species composition types of a grazed pasture landscape using Sentinel-1 and Sentinel-2 data
10.1016/j.eswa.2019.113000,A multi-objective optimization procedure for solving the high-order epistasis detection problem
10.1016/j.future.2019.10.001,Intelligent data fusion algorithm based on hybrid delay-aware adaptive clustering in wireless sensor networks
10.1016/j.neuroimage.2019.116234,"Characteristics of respiratory measures in young adults scanned at rest, including systematic changes and “missed” deep breaths"
10.1016/j.neunet.2019.09.032,A waiting-time-based event-triggered scheme for stabilization of complex-valued neural networks
10.1016/j.engappai.2019.103255,Therapy-driven Deep Glucose Forecasting
10.1016/j.eswa.2019.112921,A multi-strategy fusion artificial bee colony algorithm with small population
10.1016/j.aam.2019.04.008,On powers of Plücker coordinates and representability of arithmetic matroids
10.1016/j.is.2019.101441,On optimal preference diffusion over social networks
10.1016/j.aam.2019.101945,Water capacity of Dyck paths
10.1016/j.ipm.2019.102132,"Rapid relevance classification of social media posts in disasters and emergencies: A system and evaluation featuring active, incremental and online learning"
10.1016/j.automatica.2019.108588,Simultaneous input and state estimation for stochastic nonlinear systems with additive unknown inputs
10.1016/j.cor.2019.104812,An improved particle swarm optimization algorithm to solve hybrid flowshop scheduling problems with the effect of human factors – A case study
10.1016/j.jcp.2019.108993,A mixed mimetic spectral element model of the 3D compressible Euler equations on the cubed sphere
10.1016/j.ijhcs.2019.09.005,Data-driven vibrotactile rendering of digital buttons on touchscreens
10.1016/j.cor.2019.104811,A Flexible Reference Point-Based Multi-objective Evolutionary Algorithm: An Application to the UAV Route Planning Problem
10.1016/j.vehcom.2019.100187,EGeoIndis: An effective and efficient location privacy protection framework in traffic density detection
10.1016/j.vehcom.2019.100197,Gamma-Reload Deployment: Planning the communication infrastructure for serving streaming for connected vehicles
10.1016/j.amc.2019.124785,A distributed algorithm to obtain repeated games equilibria with discounting
10.1016/j.future.2019.09.042,IoT network slicing on virtual layers of homogeneous data for improved algorithm operation in smart buildings
10.1016/j.jcp.2019.108975,Two classes of linearly implicit local energy-preserving approach for general multi-symplectic Hamiltonian PDEs
10.1016/j.ins.2019.09.044,An evolutionary approach for efficient prototyping of large time series datasets
10.1016/j.ress.2019.106683,A game-theoretic approach to modeling attacks and defenses of smart grids at three levels
10.1016/j.eswa.2019.113005,Imbalance learning using heterogeneous ensembles
10.1016/j.bspc.2019.101675,A novel data augmentation method to enhance deep neural networks for detection of atrial fibrillation
10.1016/j.cmpb.2019.105120,Automated detection and localization system of myocardial infarction in single-beat ECG using Dual-Q TQWT and wavelet packet tensor decomposition
10.1016/j.neunet.2019.09.013,Adaptive latent similarity learning for multi-view clustering
10.1016/j.neucom.2019.09.082,A scalable and reconfigurable in-memory architecture for ternary deep spiking neural network with ReRAM based neurons
10.1016/j.automatica.2019.108598,A unifying convex analysis and switching system approach to consensus with undirected communication graphs
10.1016/j.future.2019.09.058,On the efficiency of software implementations of lightweight block ciphers from the perspective of programming languages
10.1016/j.inffus.2019.10.004,Parameter learning and applications of the inclusion-exclusion integral for data fusion and analysis
10.1016/j.ins.2019.09.036,Inference attacks on genomic privacy with an improved HMM and an RCNN model for unrelated individuals
10.1016/j.eswa.2019.113002,SLNet: Stereo Face Liveness Detection via Dynamic Disparity-Maps and Convolutional Neural Network
10.1016/j.cam.2019.112482,A fast Galerkin finite element method for a space–time fractional Allen–Cahn equation
10.1016/j.infsof.2019.106197,The missing link – A semantic web based approach for integrating screencasts with security advisories
10.1016/j.engappai.2019.103248,Integrating the 2-tuple linguistic representation and soft set to solve supplier selection problems with incomplete information
10.1016/j.future.2019.10.002,Probabilistic inference on uncertain semantic link network and its application in event identification
10.1016/j.comnet.2019.106943,ACoPE: An adaptive semi-supervised learning approach for complex-policy enforcement in high-bandwidth networks
10.1016/j.cose.2019.101631,PVIDM: Privacy-preserving Verifiable Shape Context based Image Denoising and Matching with Efficient Outsourcing in the Malicious Setting
10.1016/j.media.2019.101565,Semi-supervised mp-MRI data synthesis with StitchLayer and auxiliary distance maximization
10.1016/j.bspc.2019.101677,A novel reformed histogram equalization based medical image contrast enhancement using krill herd optimization
10.1016/j.eswa.2019.112995,TechNet: Technology semantic network based on patent data
10.1016/j.image.2019.115650,Effective and efficient indexing in cross-modal hashing-based datasets
10.1016/j.neucom.2019.09.076,Coordination for Second-order Multi-agent Systems With Velocity and Communication Constraints
10.1016/j.comcom.2019.09.022,Resource configuration for minimizing source energy consumption in multi-carrier networks with energy harvesting relay and data-rate guarantee
10.1016/j.automatica.2019.108576,Secure analysis of dynamic networks under pinning attacks against synchronization
10.1016/j.comcom.2019.09.019,Efficient dynamic relay probing and concurrent backhaul link scheduling for mmWave cellular networks
10.1016/j.automatica.2019.108600,Improved co-design of event-triggered dynamic output feedback controllers for linear systems
10.1016/j.dsp.2019.102589,Robust distributed Lorentzian adaptive filter with diffusion strategy in impulsive noise environment
10.1016/j.amc.2019.124780,Analytic network process: An overview of applications
10.1016/j.adhoc.2019.102016,Uplink/downlink decoupled energy efficient user association in heterogeneous cloud radio access networks
10.1016/j.vehcom.2019.100198,In-vehicle network intrusion detection using deep convolutional neural network
10.1016/j.neunet.2019.09.035,A sparse deep belief network with efficient fuzzy learning framework
10.1016/j.cad.2019.102773,An efficient method for generating assembly precedence constraints on 3D models based on a block sequence structure
10.1016/j.neucom.2019.09.024,A Window-Based Self-Attention approach for sentence encoding
10.1016/j.patcog.2019.107073,Learning disentangling and fusing networks for face completion under structured occlusions
10.1016/j.jpdc.2019.10.001,Profit-aware application placement for integrated Fog–Cloud computing environments
10.1016/j.jss.2019.110443,Effects of contextual information on maintenance effort: A controlled experiment
10.1016/j.inffus.2019.10.002,Optimizing consistency and consensus improvement process for hesitant fuzzy linguistic preference relations and the application in group decision making
10.1016/j.patcog.2019.107077,Informative variable identifier: Expanding interpretability in feature selection
10.1016/j.sigpro.2019.107334,A dynamic dyadic particle filter for price prediction
10.1016/j.engappai.2019.103251,A polynomial-fuzzy-model-based synchronization methodology for the multi-scroll Chen chaotic secure communication system
10.1016/j.csda.2019.106844,A comparison of general-purpose optimization algorithms for finding optimal approximate experimental designs
10.1016/j.neunet.2019.09.030,Regularized correntropy criterion based semi-supervised ELM
10.1016/j.engappai.2019.103285,ElHealth: Using Internet of Things and data prediction for elastic management of human resources in smart hospitals
10.1016/j.artint.2019.103181,Grounded language interpretation of robotic commands through structured learning
10.1016/j.automatica.2019.108641,A circle criterion for strong integral input-to-state stability
10.1016/j.eswa.2019.113004,A novel pruning algorithm for mining long and maximum length frequent itemsets
10.1016/j.cmpb.2019.105115,Two Stage Residual CNN for Texture Denoising and Structure Enhancement on Low Dose CT Image
10.1016/j.cam.2019.112527,Structured condition number for multiple right-hand side linear systems with parameterized quasiseparable coefficient matrix
10.1016/j.jss.2019.110433,Effective testing of Android apps using extended IFML models
10.1016/j.ipm.2019.102137,A content-location-aware public welfare activity information push system based on microblog
10.1016/j.cviu.2019.102840,Video captioning using boosted and parallel Long Short-Term Memory networks
10.1016/j.media.2019.101570,REFUGE Challenge: A unified framework for evaluating automated methods for glaucoma assessment from fundus photographs
10.1016/j.automatica.2019.108561,Multi-sensor state estimation over lossy channels using coded measurements
10.1016/j.comcom.2019.10.012,Cognitive computing and wireless communications on the edge for healthcare service robots
10.1016/j.ijar.2019.10.004,"Ordinal sums of the main classes of fuzzy negations and the natural negations of t-norms, t-conorms and fuzzy implications"
10.1016/j.vlsi.2019.09.011,DSA guiding template assignment with multiple redundant via and dummy via insertion
10.1016/j.eswa.2019.113016,Opinion Leader detection using Whale Optimization Algorithm in Online Social Network
10.1016/j.jnca.2019.102459,Survey of the low power wide area network technologies
10.1016/j.patcog.2019.107078,Heterogeneous oblique random forest
10.1016/j.neunet.2019.09.026,On the accuracy and computational cost of spiking neuron implementation
10.1016/j.jlamp.2019.100497,Programming and symbolic computation in Maude
10.1016/j.compedu.2019.103693,Do MOOCs contribute to student equity and social inclusion? A systematic review 2014–18
10.1016/j.neuroimage.2019.116278,Common functional networks in the mouse brain revealed by multi-centre resting-state fMRI analysis
10.1016/j.is.2019.101442,Network–wide complex event processing over geographically distributed data sources
10.1016/j.cose.2019.101646,Hypervisor-based cloud intrusion detection through online multivariate statistical change tracking
10.1016/j.sigpro.2019.107330,Gaussian mixture models for signal mapping and positioning
10.1016/j.dsp.2019.102592,Automated blob detection using iterative Laplacian of Gaussian filtering and unilateral second-order Gaussian kernels
10.1016/j.future.2019.07.035,Towards the design of efficient hash-based indexing scheme for growing databases on non-volatile memory
10.1016/j.infsof.2019.106198,Automatic extraction of product line architecture and feature models from UML class diagram variants
10.1016/j.csl.2019.101026,State-of-the-art speaker recognition with neural network embeddings in NIST SRE18 and Speakers in the Wild evaluations
10.1016/j.ijhcs.2019.10.003,Overcoming compliance bias in self-report studies: A cross-study analysis
10.1016/j.cmpb.2019.105128,Improved tagged cardiac MRI myocardium strain analysis by leveraging cine segmentation
10.1016/j.simpat.2019.101994,Modeling Multi-Agent Systems to Simulate Sensor-Based Smart Roads
10.1016/j.inffus.2019.10.005,The State-of-Art of the Generalizations of the Choquet Integral: from aggregation and pre-aggregation to ordered directionally monotone functions
10.1016/j.robot.2019.103318,Indoor place classification by building cardinal-direction prototyping blocks on point clouds
10.1016/j.cogsys.2019.10.002,Convolutional neural network with batch normalization for glioma and stroke lesion detection using MRI
10.1016/j.cose.2019.101647,"A survey on smartphone user’s security choices, awareness and education"
10.1016/j.jss.2019.110434,Affect recognition in code review: An in-situ biometric study of reviewer’s affect
10.1016/j.jss.2019.110441,Automatic method change suggestion to complement multi-entity edits
10.1016/j.compchemeng.2019.106594,Closed-loop optimal operational planning of supply chains with fast product quality dynamics
10.1016/j.artint.2019.103182,The complexity of exact learning of acyclic conditional preference networks from swap examples
10.1016/j.eswa.2019.112999,Efficient Multi-population Outpost Fruit Fly-driven Optimizers: Framework and Advances in Support Vector Machines
10.1016/j.jpdc.2019.09.015,Managing renewable energy and carbon footprint in multi-cloud computing environments
10.1016/j.neuroimage.2019.116254,"Distinguishing pain from nociception, salience, and arousal: How autonomic nervous system activity can improve neuroimaging tests of specificity"
10.1016/j.dsp.2019.102591,DeepBinaryMask: Learning a binary mask for video compressive sensing
10.1016/j.amc.2019.124779,Stability and synchronization control of inertial neural networks with mixed delays
10.1016/j.ijhcs.2019.10.002,Using augmented reality with speech input for non-native children's language learning
10.1016/j.ress.2019.106684,A general model validation and testing tool
10.1016/j.patcog.2019.107075,Learning Visual Relationship and Context-Aware Attention for Image Captioning
10.1016/j.is.2019.101449,Bitmap filter: Speeding up exact set similarity joins with bitwise operations
10.1016/j.chb.2019.106162,Self-disclosure on social media: The role of perceived network responsiveness
10.1016/j.image.2019.115662,Multiple-image encryption based on chaotic phase mask and equal modulus decomposition in quaternion gyrator domain
10.1016/j.media.2019.101572,Multi-task recurrent convolutional network with correlation loss for surgical video analysis
10.1016/j.sigpro.2019.107335,High SNR Consistent Compressive Sensing Without Signal and Noise Statistics
10.1016/j.media.2019.101587,‘Squeeze & excite’ guided few-shot segmentation of volumetric images
10.1016/j.jnca.2019.102457,Social-aware cooperative caching mechanism in mobile social networks
10.1016/j.ress.2019.106695,Repeated Stackelberg security games: Learning with incomplete state information
10.1016/j.sigpro.2019.107339,Parametric Bayesian estimation of point-like pollution sources of groundwater layers
10.1016/j.comcom.2019.10.008,Orchestration of heterogeneous wireless networks: State of the art and remaining challenges
10.1016/j.image.2019.115659,Adaptive lossless compression of skeleton sequences
10.1016/j.eswa.2019.113019,iProStruct2D: Identifying protein structural classes by deep learning via 2D representations
10.1016/j.compedu.2019.103727,"Multi-touch, gesture-based simulations: Impacts on learning optical imaging and mental model development"
10.1016/j.neunet.2019.09.036,A review of learning in biologically plausible spiking neural networks
10.1016/j.inffus.2019.10.007,Emotional Editing Constraint Conversation Content Generation Based on Reinforcement Learning
10.1016/j.neuroimage.2019.116255,Quantification of apparent axon density and orientation dispersion in the white matter of youth born with congenital heart disease
10.1016/j.is.2019.101453,Efficient path routing over road networks in the presence of Ad-hoc obstacles
10.1016/j.adhoc.2019.102021,An efficient energy-aware routing scheme for cloud-assisted MANETs in 5G
10.1016/j.image.2019.115660,Self-learning residual model for fast intra CU size decision in 3D-HEVC
10.1016/j.neunet.2019.09.031,Dynamic behaviors of the FitzHugh-Nagumo neuron model with state-dependent impulsive effects.
10.1016/j.bspc.2019.101680,Visual heart rate estimation and negative feedback control for fitness exercise
10.1016/j.patcog.2019.107082,Efficient Nearest Neighbor Search in High Dimensional Hamming Space
10.1016/j.cose.2019.101645,A dynamic MLP-based DDoS attack detection method using feature selection and feedback
10.1016/j.cogsys.2019.10.001,A Unified Patch based Method for Brain Tumor Detection using Features Fusion
10.1016/j.inffus.2019.10.006,Synergetic information bottleneck for joint multi-view and ensemble clustering
10.1016/j.adhoc.2019.102019,Cross-Domain Person Re-Identification using Dual Generation Learning in Camera Sensor Networks
10.1016/j.sigpro.2019.107332,Multi-view Adaptive Semi-supervised Feature Selection with the self-paced learning
10.1016/j.ress.2019.106685,Computing resilience of process plants under Na-Tech events: Methodology and application to sesmic loading scenarios
10.1016/j.jcp.2019.109003,Gradient-consistent enrichment of finite element spaces for the DNS of fluid-particle interaction
10.1016/j.envsoft.2019.104551,Structuring and evaluating decision support processes to enhance the robustness of complex human–natural systems
10.1016/j.comnet.2019.106936,5G Radio Resource Management Approach for Multi-Traffic IoT Communications
10.1016/j.cmpb.2019.105116,EEG sleep stages identification based on weighted undirected complex networks
10.1016/j.patcog.2019.107076,Eye landmarks detection via weakly supervised learning
10.1016/j.cor.2019.104825,A branch-and-price algorithm for the temporal bin packing problem
10.1016/j.engappai.2019.103287,A note on “Novel scaled prioritized intuitionistic fuzzy soft interaction averaging aggregation operators and their application to multi criteria decision making”
10.1016/j.compedu.2019.103728,Temporal analysis for dropout prediction using self-regulated learning strategies in self-paced MOOCs
10.1016/j.cam.2019.112524,Black-box learning of multigrid parameters
10.1016/j.inffus.2019.10.003,"Ringing artifacts in wavelet based image fusion: Analysis, measurement and remedies"
10.1016/j.cose.2019.101635,Is image-based CAPTCHA secure against attacks based on machine learning? An experimental study
10.1016/j.engappai.2019.103265,An efficient hybrid multi-objective memetic algorithm for the frequency assignment problem
10.1016/j.csl.2019.101029,Excitation modelling using epoch features for statistical parametric speech synthesis
10.1016/j.cose.2019.101636,"Cyber Ranges and Security Testbeds: Scenarios, Functions, Tools and Architecture"
10.1016/j.jpdc.2019.09.006,Fault-tolerant least squares solvers for wireless sensor networks based on gossiping
10.1007/s42979-019-0038-4,Random Neural Networks with Hierarchical Committees for Improved Routing in Wireless Mesh Networks with Interference
10.1016/j.sigpro.2019.107340,An improved image encryption algorithm with finite computing precision
10.1016/j.amc.2019.124728,Functional immunization of networks based on message passing
10.1016/j.jpdc.2019.09.014,"FFT, FMM, and multigrid on the road to exascale: Performance challenges and opportunities"
10.1016/j.scico.2019.102321,Parallel parameter synthesis algorithm for hybrid CTL
10.1016/j.engappai.2019.103271,Semantic versus instance segmentation in microscopic algae detection
10.1016/j.adhoc.2019.102018,Person re-identification using Hybrid Task Convolutional Neural Network in camera sensor networks
10.1007/s42979-019-0026-8,Clustering and Association Rules for Web Service Discovery and Recommendation: A Systematic Literature Review
10.1016/j.engappai.2019.103269,Interval type-2 fuzzy logic based transmission power allocation strategy for lifetime maximization of WSNs
10.1016/j.sigpro.2019.107338,DeblurGAN+: Revisiting Blind Motion Deblurring Using Conditional Adversarial Networks
10.1016/j.engappai.2019.103276,A novel target threat assessment method based on three-way decisions under intuitionistic fuzzy multi-attribute decision making environment
10.1016/j.ress.2019.106694,Balancing mission success probability and risk of system loss by allocating redundancy in systems operating with a rescue option
10.1016/j.infsof.2019.106200,Ontology-based test generation for automated and autonomous driving functions
10.1016/j.jss.2019.110442,"Exploring onboarding success, organizational fit, and turnover intention of software professionals"
10.1016/j.infsof.2019.106199,Utilising CI environment for efficient and effective testing of NFRs
10.1016/j.image.2019.115654,Blind image blur metric based on orientation-aware local patterns
10.1007/s42979-019-0045-5,A Critical Review of 3GPP Standardization of Device-to-Device Communication in Cellular Networks
10.1016/j.dsp.2019.102596,Non-searching coherent integration method for maneuvering target detection by using non-uniformly resampling technique
10.1016/j.robot.2019.103320,A Boundary Node Method for path planning of mobile robots
10.1016/j.ijhcs.2019.102369,Virtual navigation for blind people: Transferring route knowledge to the real-World
10.1016/j.sigpro.2019.107346,A Nonlinear Acceleration Method for Iterative Algorithms
10.1016/j.compchemeng.2019.106609,BASBL: Branch-And-Sandwich BiLevel solver. Implementation and computational study with the BASBLib test set
10.1016/j.cose.2019.101652,Context-based Co-presence detection techniques: A survey
10.1016/j.adhoc.2019.102027,Multihop Full Duplex Relaying with Coherent Signaling: Outage Probability Analysis and Power Optimization
10.1016/j.adhoc.2019.102023,Minimum Connected Dominating Sets in Heterogeneous 3D Wireless Ad Hoc Networks
10.1016/j.cose.2019.101649,Secure compressive sensing for ECG monitoring
10.1016/j.amc.2019.124805,Information fusion based on reputation and payoff promotes cooperation in spatial public goods game
10.1016/j.cose.2019.101640,More than the individual: Examining the relationship between culture and Information Security Awareness
10.1016/j.jlamp.2019.100499,A linear-time–branching-time spectrum for behavioral specification theories
10.1016/j.neuroimage.2019.116285,Inter-subject P300 variability relates to the efficiency of brain networks reconfigured from resting-to task-state: Evidence from a simultaneous event-related EEG-fMRI study
10.1016/j.bspc.2019.101683,Differential diagnosis of Parkinson and essential tremor with convolutional LSTM networks
10.1016/j.ijmedinf.2019.104015,Developing data-driven clinical pathways using electronic health records: The cases of total laparoscopic hysterectomy and rotator cuff tears
10.1016/j.chb.2019.106169,Assessing long-term user experience on a mobile health application through an in-app embedded conversation-based questionnaire
10.1016/j.ijhcs.2019.10.004,Everything you always wanted to know about a dataset: Studies in data summarisation
10.1016/j.neunet.2019.09.037,Spiking neural networks applied to the classification of motor tasks in EEG signals
10.1016/j.engappai.2019.103263,Super-resolved thermal imagery for high-accuracy facial areas detection and analysis
10.1016/j.micpro.2019.102905,Resilient flow control for wireless data streaming in inductively coupled medical implants
10.1016/j.engappai.2019.103294,A powerful variant of symbiotic organisms search algorithm for global optimization
10.1016/j.adhoc.2019.102028,An Efficient Queries Processing Model Based on Multi Broadcast Searchable Keywords Encryption (MBSKE)
10.1016/j.osn.2019.100540,How much the wavelength dimensioning methods and a tightened QoS provision impact on the dynamic WDM optical networks capacity
10.1016/j.sigpro.2019.107344,Unsynchronized OFDM network positioning in multipath
10.1016/j.engappai.2019.103249,Black Widow Optimization Algorithm: A novel meta-heuristic approach for solving engineering optimization problems
10.1016/j.ipm.2019.102140,Opinion spam detection: Using multi-iterative graph-based model
10.1016/j.adhoc.2019.102020,QoS-Aware Traffic Scheduling Framework in Cognitive Radio based Smart Grids using Multi-objective Optimization of Latency and Throughput
10.1016/j.micpro.2019.102909,LLVM-Based Automation of Memory Decoupling for OpenCL applications on FPGAs
10.1016/j.ijhcs.2019.102370,Development and validation of the player experience inventory: A scale to measure player experiences at the level of functional and psychosocial consequences
10.1016/j.bspc.2019.101676,MoDTRAP: Improved heart rate tracking and preprocessing of motion-corrupted photoplethysmographic data for personalized healthcare
10.1016/j.vlsi.2019.10.004,Optimization of quantum circuit mapping using gate transformation and commutation
10.1016/j.cose.2019.101648,Design and implementation of automated IoT security testbed
10.1016/j.engappai.2019.103281,Device free human gesture recognition using Wi-Fi CSI: A survey
10.1016/j.is.2019.101455,Similarity query support in big data management systems
10.1016/j.sigpro.2019.107345,Robust Bayesian learning approach for massive MIMO channel estimation
10.1016/j.compedu.2019.103731,Exploring student information problem solving behaviour using fine-grained concept map and search tool data
10.1016/j.inffus.2019.10.011,Fusing absolute and relative information for augmenting the method of nearest neighbors for ordinal classification
10.1016/j.amc.2019.124774,A new approach to generalized dissipativity analysis for fuzzy systems with coupling memory sampled-data control
10.1016/j.cor.2019.104827,Anytime algorithms for the longest common palindromic subsequence problem
10.1016/j.engappai.2019.103292,A combined entropy-based approach for a proactive credit scoring
10.1016/j.ijmedinf.2019.104001,Mobile applications in oncology: A systematic review of health science databases
10.1016/j.neunet.2019.10.006,A smoothing neural network for minimization l1-lp in sparse signal reconstruction with measurement noises
10.1016/j.comcom.2019.10.011,SDN-based real-time urban traffic analysis in VANET environment
10.1016/j.cmpb.2019.105138,ML-ResNet: A novel network to detect and locate myocardial infarction using 12 leads ECG.
10.1016/j.chb.2019.106170,"Narcissism, interactivity, community, and online revenge behavior: The moderating role of social presence among Jordanian consumers"
10.1016/j.cor.2019.104830,Tabu search for min-max edge crossing in graphs
10.1016/j.ress.2019.106699,A common cause failure model for components under age-related degradation
10.1016/j.cose.2019.101650,The Android Forensics Automator (AnForA): a tool for the Automated Forensic Analysis of Android Applications
10.1016/j.future.2019.09.053,IIVIFS-WASPAS: An integrated Multi-Criteria Decision-Making perspective for cloud service provider selection
10.1007/s42979-019-0030-z,Model-Driven Joint Optimization of Power and Latency Guarantee in Data center Applications
10.1016/j.cam.2019.112534,Computing performability measures in Markov chains by means of matrix functions
10.1016/j.patcog.2019.107094,Estimation of ergodicity limits of bag-of-words modeling for guaranteed stochastic convergence
10.1016/j.cviu.2019.102848,On the benefit of adversarial training for monocular depth estimation
10.1016/j.adhoc.2019.102026,On the distribution of nodal distances in random wireless ad hoc network with mobile node
10.1016/j.jss.2019.110432,Graph-based root cause analysis for service-oriented and microservice architectures
10.1016/j.adhoc.2019.102022,A hybrid secure routing and monitoring mechanism in IoT-based wireless sensor networks
10.1016/j.engappai.2019.103239,Multiobjective great deluge algorithm with two-stage archive support
10.1016/j.infsof.2019.106202,Architecting systems of systems: A tertiary study
